address,floor,plan,price,square
р-н Индустриальный, 4/10 эт.,1-к квартира,2 500 000  ₽, 35 м²
р-н Дзержинский, 1/6 эт.,1-к квартира,2 580 000  ₽, 36.5 м²
р-н Свердловский, 2/5 эт.,2-к квартира,2 530 000  ₽, 46 м²
р-н Индустриальный, 1/9 эт.,3-к квартира,2 900 000  ₽, 58.1 м²
р-н Дзержинский, 5/5 эт.,3-к квартира,2 800 000  ₽, 78.4 м²
р-н Мотовилихинский, 3/24 эт.,2-к квартира,3 100 000  ₽, 54.1 м²
р-н Дзержинский, 5/5 эт.,2-к квартира,2 550 000  ₽, 42.5 м²
р-н Мотовилихинский, 6/12 эт.,1-к квартира,3 215 300  ₽, 39.5 м²
р-н Свердловский, 1/9 эт.,3-к квартира,2 800 000  ₽, 60.1 м²
р-н Свердловский, 7/23 эт.,3-к квартира,8 700 000  ₽, 113.4 м²
р-н Орджоникидзевский, 2/14 эт.,3-к квартира,3 900 000  ₽, 86.4 м²
р-н Мотовилихинский, 7/9 эт.,2-к квартира,4 350 000  ₽, 61.3 м²
р-н Мотовилихинский, 2/5 эт.,1-к квартира,1 700 000  ₽, 21.3 м²
р-н Орджоникидзевский, 2/6 эт.,2-к квартира,1 970 000  ₽, 45 м²
р-н Дзержинский, 2/10 эт.,4-к квартира,9 500 000  ₽, 110.7 м²
р-н Кировский, 5/5 эт.,1-к квартира,1 699 000  ₽, 31.4 м²
р-н Мотовилихинский, 1/16 эт.,2-к квартира,3 330 000  ₽, 52 м²
р-н Ленинский, 6/25 эт.,Студия,8 000 000  ₽, 59.5 м²
р-н Орджоникидзевский, 10/10 эт.,1-к квартира,1 550 000  ₽, 38 м²
р-н Ленинский, 1/9 эт.,2-к квартира,3 300 000  ₽, 43 м²
р-н Индустриальный, 17/19 эт.,1-к квартира,2 990 000  ₽, 46 м²
р-н Свердловский, 8/9 эт.,1-к квартира,2 280 000  ₽, 32 м²
р-н Дзержинский, 14/16 эт.,2-к квартира,3 200 000  ₽, 59 м²
р-н Свердловский, 7/15 эт.,Апартаменты-студия,1 510 500  ₽, 26.5 м²
р-н Свердловский, 24/25 эт.,Квартира-студия,1 549 000  ₽, 24.4 м²
р-н Мотовилихинский, 21/25 эт.,2-к квартира,4 000 000  ₽, 65.5 м²
р-н Свердловский, 3/5 эт.,3-к квартира,2 950 000  ₽, 58.9 м²
р-н Индустриальный, 14/25 эт.,2-к квартира,3 087 500  ₽, 47.5 м²
р-н Ленинский, 16/16 эт.,5-к квартира,7 999 000  ₽, 160.2 м²
р-н Ленинский, 7/7 эт.,3-к квартира,9 500 000  ₽, 98.6 м²
р-н Орджоникидзевский, 2/5 эт.,3-к квартира,2 450 000  ₽, 60 м²
р-н Индустриальный, 6/15 эт.,3-к квартира,4 663 000  ₽, 86.7 м²
р-н Индустриальный, 4/16 эт.,3-к квартира,4 770 000  ₽, 73 м²
р-н Мотовилихинский, 17/17 эт.,2-к квартира,2 700 000  ₽, 53 м²
р-н Свердловский, 12/19 эт.,1-к квартира,2 600 000  ₽, 30 м²
р-н Мотовилихинский, 5/9 эт.,3-к квартира,3 700 000  ₽, 67 м²
р-н Дзержинский, 4/17 эт.,3-к квартира,6 434 262  ₽, 74.7 м²
р-н Орджоникидзевский, 9/9 эт.,2-к квартира,2 000 000  ₽, 59 м²
р-н Свердловский, 1/9 эт.,1-к квартира,2 105 000  ₽, 39 м²
р-н Ленинский, 3/3 эт.,3-к квартира,2 950 000  ₽, 54.5 м²
р-н Мотовилихинский, 3/9 эт.,1-к квартира,2 400 000  ₽, 35 м²
р-н Свердловский, 2/5 эт.,2-к квартира,2 580 000  ₽, 45 м²
р-н Ленинский, 3/5 эт.,3-к квартира,9 712 000  ₽, 121.4 м²
р-н Мотовилихинский, 3/10 эт.,4-к квартира,4 999 000  ₽, 86 м²
р-н Индустриальный, 8/25 эт.,3-к квартира,4 930 000  ₽, 79 м²
р-н Кировский, 3/3 эт.,3-к квартира,2 500 000  ₽, 64 м²
р-н Мотовилихинский, 1/6 эт.,1-к квартира,2 270 000  ₽, 36.7 м²
р-н Индустриальный, 17/25 эт.,1-к квартира,3 704 700  ₽, 42 м²
р-н Свердловский, 8/19 эт.,1-к квартира,2 800 000  ₽, 38 м²
р-н Индустриальный, 5/12 эт.,3-к квартира,7 300 000  ₽, 92 м²
р-н Свердловский, 2/2 эт.,2-к квартира,1 660 000  ₽, 44.8 м²
р-н Индустриальный, 1/5 эт.,1-к квартира,1 860 000  ₽, 28 м²
р-н Дзержинский, 7/10 эт.,3-к квартира,5 500 000  ₽, 79.4 м²
р-н Дзержинский, 23/25 эт.,4-к квартира,5 909 000  ₽, 82.6 м²
р-н Мотовилихинский, 4/5 эт.,2-к квартира,2 400 000  ₽, 44 м²
р-н Дзержинский, 13/25 эт.,4-к квартира,4 850 000  ₽, 82.7 м²
р-н Ленинский, 12/17 эт.,2-к квартира,4 100 000  ₽, 55 м²
р-н Кировский, 1/9 эт.,Квартира-студия,1 240 000  ₽, 21.2 м²
р-н Мотовилихинский, 3/10 эт.,4-к квартира,4 999 000  ₽, 86 м²
р-н Индустриальный, 8/25 эт.,3-к квартира,4 930 000  ₽, 79 м²
р-н Кировский, 3/3 эт.,3-к квартира,2 500 000  ₽, 64 м²
р-н Мотовилихинский, 1/6 эт.,1-к квартира,2 270 000  ₽, 36.7 м²
р-н Индустриальный, 17/25 эт.,1-к квартира,3 704 700  ₽, 42 м²
р-н Свердловский, 8/19 эт.,1-к квартира,2 800 000  ₽, 38 м²
р-н Свердловский, 2/2 эт.,2-к квартира,1 660 000  ₽, 44.8 м²
р-н Индустриальный, 1/5 эт.,1-к квартира,1 860 000  ₽, 28 м²
р-н Дзержинский, 7/10 эт.,3-к квартира,5 500 000  ₽, 79.4 м²
р-н Дзержинский, 23/25 эт.,4-к квартира,5 909 000  ₽, 82.6 м²
р-н Мотовилихинский, 4/5 эт.,2-к квартира,2 400 000  ₽, 44 м²
р-н Дзержинский, 13/25 эт.,4-к квартира,4 850 000  ₽, 82.7 м²
р-н Ленинский, 12/17 эт.,2-к квартира,4 100 000  ₽, 55 м²
р-н Кировский, 1/9 эт.,Квартира-студия,1 240 000  ₽, 21.2 м²
р-н Индустриальный, 2/25 эт.,1-к квартира,2 456 300  ₽, 41 м²
р-н Индустриальный, 1/5 эт.,2-к квартира,2 500 000  ₽, 45 м²
р-н Дзержинский, 7/12 эт.,1-к квартира,2 880 000  ₽, 33 м²
р-н Свердловский, 5/19 эт.,1-к квартира,2 850 000  ₽, 36 м²
р-н Орджоникидзевский, 2/3 эт.,2-к квартира,1 480 000  ₽, 40 м²
р-н Индустриальный, 1/9 эт.,2-к квартира,1 980 000  ₽, 35.4 м²
р-н Кировский, 6/16 эт.,1-к квартира,2 280 000  ₽, 35.2 м²
р-н Дзержинский, 2/5 эт.,2-к квартира,2 500 000  ₽, 43 м²
р-н Орджоникидзевский, 5/5 эт.,1-к квартира,1 450 000  ₽, 35 м²
р-н Дзержинский, 1/4 эт.,2-к квартира,1 870 000  ₽, 41 м²
р-н Индустриальный, 1/5 эт.,2-к квартира,2 200 000  ₽, 47.9 м²
р-н Свердловский, 1/2 эт.,2-к квартира,1 945 000  ₽, 41 м²
р-н Мотовилихинский, 10/17 эт.,3-к квартира,6 500 000  ₽, 124 м²
р-н Индустриальный, 5/5 эт.,3-к квартира,3 000 000  ₽, 56 м²
р-н Дзержинский, 3/5 эт.,2-к квартира,2 600 000  ₽, 45 м²
р-н Мотовилихинский, 5/5 эт.,1-к квартира,1 250 000  ₽, 23 м²
р-н Кировский, 2/3 эт.,2-к квартира,1 750 000  ₽, 43 м²
р-н Индустриальный, 3/19 эт.,3-к квартира,4 247 600  ₽, 68.4 м²
р-н Мотовилихинский, 7/16 эт.,4-к квартира,4 399 000  ₽, 80.1 м²
р-н Орджоникидзевский, 7/16 эт.,2-к квартира,2 900 000  ₽, 63 м²
р-н Индустриальный, 2/3 эт.,1-к квартира,3 361 300  ₽, 35.3 м²
р-н Кировский, 2/5 эт.,1-к квартира,1 580 000  ₽, 34 м²
р-н Кировский, 7/16 эт.,Квартира-студия,1 960 000  ₽, 31 м²
р-н Свердловский, 8/25 эт.,1-к квартира,3 810 000  ₽, 43.8 м²
р-н Свердловский, 16/17 эт.,1-к квартира,2 510 000  ₽, 39.8 м²
р-н Мотовилихинский, 8/25 эт.,1-к квартира,3 450 000  ₽, 40 м²
р-н Индустриальный, 3/5 эт.,2-к квартира,2 340 000  ₽, 42.3 м²
р-н Свердловский, 21/23 эт.,3-к квартира,6 100 000  ₽, 84.7 м²
р-н Дзержинский, 5/10 эт.,1-к квартира,2 880 000  ₽, 35.4 м²
р-н Свердловский, 26/31 эт.,3-к квартира,6 577 000  ₽, 80.7 м²
р-н Мотовилихинский, 2/5 эт.,2-к квартира,2 570 000  ₽, 42 м²
р-н Дзержинский, 2/12 эт.,1-к квартира,2 450 000  ₽, 35 м²
р-н Свердловский, 7/16 эт.,Апартаменты-студия,1 550 000  ₽, 27 м²
р-н Кировский, 26/26 эт.,2-к квартира,3 134 191  ₽, 48.7 м²
р-н Дзержинский, 4/5 эт.,2-к квартира,2 400 000  ₽, 44 м²
р-н Свердловский, 3/3 эт.,1-к квартира,2 100 000  ₽, 32 м²
р-н Мотовилихинский, 5/5 эт.,2-к квартира,3 230 000  ₽, 57 м²
р-н Индустриальный, 6/9 эт.,2-к квартира,2 700 000  ₽, 46 м²
р-н Индустриальный, 17/18 эт.,1-к квартира,3 100 000  ₽, 39 м²
р-н Дзержинский, 8/10 эт.,1-к квартира,2 400 000  ₽, 38.6 м²
р-н Индустриальный, 25/25 эт.,1-к квартира,3 499 999  ₽, 43.4 м²
р-н Индустриальный, 7/22 эт.,2-к квартира,3 540 000  ₽, 52 м²
р-н Мотовилихинский, 1/2 эт.,1-к квартира,1 360 000  ₽, 31 м²
р-н Дзержинский, 2/5 эт.,3-к квартира,2 900 000  ₽, 62 м²
р-н Орджоникидзевский, 10/10 эт.,4-к квартира,3 880 000  ₽, 101.4 м²
р-н Индустриальный, 14/14 эт.,1-к квартира,2 400 000  ₽, 34 м²
р-н Кировский, 5/5 эт.,2-к квартира,1 650 000  ₽, 37 м²
р-н Свердловский, 6/16 эт.,Апартаменты-студия,1 875 000  ₽, 27 м²
р-н Свердловский, 2/9 эт.,3-к квартира,7 900 000  ₽, 83.2 м²
р-н Ленинский, 7/18 эт.,4-к квартира,16 000 000  ₽, 149 м²
р-н Индустриальный, 4/5 эт.,2-к квартира,2 380 000  ₽, 46 м²
р-н Дзержинский, 8/9 эт.,1-к квартира,2 200 000  ₽, 32.9 м²
р-н Мотовилихинский, 1/9 эт.,2-к квартира,2 800 000  ₽, 49.7 м²
р-н Свердловский, 1/5 эт.,1-к квартира,2 060 000  ₽, 31.4 м²
р-н Орджоникидзевский, 7/10 эт.,3-к квартира,3 650 000  ₽, 67 м²
р-н Ленинский, 4/4 эт.,4-к квартира,4 100 000  ₽, 105 м²
р-н Мотовилихинский, 2/10 эт.,1-к квартира,2 060 000  ₽, 41.1 м²
р-н Мотовилихинский, 1/11 эт.,1-к квартира,4 100 000  ₽, 40.8 м²
р-н Свердловский, 2/2 эт.,2-к квартира,1 600 000  ₽, 39.5 м²
р-н Свердловский, 2/5 эт.,2-к квартира,2 250 000  ₽, 44.3 м²
р-н Дзержинский, 5/5 эт.,4-к квартира,7 611 000  ₽, 129 м²
р-н Кировский, 9/16 эт.,2-к квартира,4 350 000  ₽, 70.8 м²
р-н Мотовилихинский, 15/16 эт.,Квартира-студия,3 171 420  ₽, 37.8 м²
р-н Индустриальный, 11/25 эт.,3-к квартира,6 600 000  ₽, 95 м²
р-н Орджоникидзевский, 4/10 эт.,1-к квартира,1 950 000  ₽, 40 м²
р-н Индустриальный, 5/5 эт.,1-к квартира,2 270 000  ₽, 32.8 м²
р-н Орджоникидзевский, 4/9 эт.,4-к квартира,3 600 000  ₽, 77 м²
р-н Мотовилихинский, 3/3 эт.,1-к квартира,2 850 000  ₽, 35.7 м²
р-н Орджоникидзевский, 4/10 эт.,Квартира-студия,1 600 000  ₽, 30 м²
р-н Свердловский, 1/5 эт.,2-к квартира,2 590 000  ₽, 42 м²
р-н Дзержинский, 2/16 эт.,3-к квартира,4 290 000  ₽, 69 м²
р-н Индустриальный, 1/5 эт.,2-к квартира,2 690 000  ₽, 43 м²
р-н Кировский, 1/5 эт.,1-к квартира,1 370 000  ₽, 30 м²
р-н Свердловский, 2/9 эт.,3-к квартира,3 500 000  ₽, 57.8 м²
р-н Мотовилихинский, 9/9 эт.,1-к квартира,2 370 000  ₽, 37.1 м²
р-н Свердловский, 4/9 эт.,1-к квартира,1 900 000  ₽, 35.2 м²
р-н Свердловский, 4/20 эт.,2-к квартира,4 600 000  ₽, 68 м²
р-н Орджоникидзевский, 1/5 эт.,1-к квартира,850 000  ₽, 24 м²
р-н Кировский, 13/16 эт.,3-к квартира,4 350 000  ₽, 86 м²
р-н Дзержинский, 3/5 эт.,1-к квартира,850 000  ₽, 18 м²
р-н Индустриальный, 9/10 эт.,2-к квартира,4 700 000  ₽, 55 м²
р-н Ленинский, 9/24 эт.,1-к квартира,4 137 040  ₽, 53.1 м²
р-н Индустриальный, 18/19 эт.,1-к квартира,3 200 000  ₽, 42 м²
р-н Ленинский, 10/16 эт.,2-к квартира,5 290 000  ₽, 60 м²
р-н Мотовилихинский, 2/16 эт.,Квартира-студия,2 505 600  ₽, 28.8 м²
р-н Мотовилихинский, 3/5 эт.,3-к квартира,3 555 000  ₽, 70 м²
р-н Индустриальный, 7/15 эт.,3-к квартира,7 700 000  ₽, 92 м²
р-н Орджоникидзевский, 5/17 эт.,1-к квартира,1 800 000  ₽, 41 м²
р-н Дзержинский, 1/5 эт.,4-к квартира,3 000 000  ₽, 60.3 м²
р-н Индустриальный, 3/25 эт.,2-к квартира,3 521 600  ₽, 56.8 м²
р-н Дзержинский, 2/5 эт.,2-к квартира,2 450 000  ₽, 44 м²
р-н Свердловский, 4/5 эт.,2-к квартира,2 850 000  ₽, 45 м²
р-н Дзержинский, 18/25 эт.,1-к квартира,3 400 000  ₽, 42 м²
р-н Мотовилихинский, 2/5 эт.,3-к квартира,2 400 000  ₽, 46 м²
р-н Индустриальный, 18/19 эт.,Квартира-студия,2 220 000  ₽, 21 м²
р-н Мотовилихинский, 3/10 эт.,Квартира-студия,2 245 000  ₽, 26 м²
р-н Мотовилихинский, 5/5 эт.,2-к квартира,2 200 000  ₽, 54 м²
р-н Мотовилихинский, 4/4 эт.,3-к квартира,2 750 000  ₽, 78.2 м²
р-н Свердловский, 5/16 эт.,Квартира-студия,2 000 000  ₽, 28.4 м²
р-н Дзержинский, 16/16 эт.,4-к квартира,13 500 000  ₽, 139 м²
р-н Индустриальный, 15/25 эт.,1-к квартира,2 904 000  ₽, 44 м²
р-н Дзержинский, 12/16 эт.,3-к квартира,3 920 000  ₽, 58.7 м²
р-н Дзержинский, 8/9 эт.,3-к квартира,3 700 000  ₽, 58.2 м²
р-н Кировский, 5/5 эт.,2-к квартира,1 850 000  ₽, 43.4 м²
р-н Дзержинский, 1/5 эт.,2-к квартира,2 490 000  ₽, 44.1 м²
р-н Индустриальный, 3/5 эт.,2-к квартира,2 600 000  ₽, 44.3 м²
р-н Ленинский, 5/10 эт.,3-к квартира,4 390 000  ₽, 59.5 м²
р-н Индустриальный, 8/11 эт.,2-к квартира,4 475 070  ₽, 52.3 м²
р-н Мотовилихинский, 1/9 эт.,3-к квартира,2 900 000  ₽, 66.8 м²
р-н Орджоникидзевский, 10/16 эт.,1-к квартира,1 800 000  ₽, 42 м²
р-н Мотовилихинский, 3/10 эт.,1-к квартира,1 950 000  ₽, 34.2 м²
р-н Дзержинский, 3/5 эт.,3-к квартира,3 150 000  ₽, 58 м²
р-н Индустриальный, 9/25 эт.,3-к квартира,5 000 000  ₽, 90 м²
р-н Дзержинский, 4/7 эт.,3-к квартира,8 168 160  ₽, 91.5 м²
р-н Свердловский, 5/5 эт.,1-к квартира,1 080 000  ₽, 18 м²
р-н Орджоникидзевский, 2/14 эт.,3-к квартира,3 900 000  ₽, 86.4 м²
р-н Дзержинский, 3/25 эт.,1-к квартира,2 700 720  ₽, 40 м²
р-н Дзержинский, 11/16 эт.,1-к квартира,3 200 000  ₽, 55.4 м²
р-н Индустриальный, 14/25 эт.,3-к квартира,5 410 750  ₽, 94.1 м²
р-н Мотовилихинский, 5/5 эт.,3-к квартира,2 300 000  ₽, 41 м²
р-н Свердловский, 2/2 эт.,1-к квартира,1 750 000  ₽, 33.3 м²
р-н Орджоникидзевский, 6/9 эт.,1-к квартира,1 650 000  ₽, 38 м²
р-н Индустриальный, 11/17 эт.,2-к квартира,4 250 000  ₽, 50.4 м²
р-н Свердловский, 4/6 эт.,4-к квартира,13 200 000  ₽, 202 м²
р-н Кировский, 9/16 эт.,2-к квартира,3 470 000  ₽, 67 м²
р-н Кировский, 1/5 эт.,1-к квартира,1 490 000  ₽, 32.8 м²
р-н Индустриальный, 2/10 эт.,3-к квартира,4 200 000  ₽, 66.7 м²
р-н Свердловский, 11/16 эт.,1-к квартира,2 400 000  ₽, 38 м²
р-н Индустриальный, 4/9 эт.,2-к квартира,4 390 000  ₽, 54 м²
р-н Кировский, 5/6 эт.,1-к квартира,2 400 000  ₽, 41.4 м²
р-н Свердловский, 1/2 эт.,1-к квартира,1 400 000  ₽, 31.1 м²
р-н Свердловский, 2/2 эт.,2-к квартира,2 020 000  ₽, 65 м²
р-н Дзержинский, 1/25 эт.,2-к квартира,4 100 000  ₽, 56.4 м²
р-н Мотовилихинский, 22/25 эт.,2-к квартира,4 000 000  ₽, 53 м²
р-н Кировский, 4/5 эт.,1-к квартира,1 500 000  ₽, 24 м²
р-н Свердловский, 1/5 эт.,1-к квартира,2 400 000  ₽, 34.1 м²
р-н Мотовилихинский, 2/9 эт.,3-к квартира,3 850 000  ₽, 67 м²
р-н Свердловский, 6/16 эт.,3-к квартира,4 599 000  ₽, 78 м²
р-н Орджоникидзевский, 7/10 эт.,2-к квартира,2 390 000  ₽, 57.6 м²
р-н Кировский, 14/17 эт.,Квартира-студия,2 199 000  ₽, 31.2 м²
р-н Мотовилихинский, 3/3 эт.,3-к квартира,2 600 000  ₽, 65 м²
р-н Кировский, 5/5 эт.,2-к квартира,1 600 000  ₽, 37 м²
р-н Кировский, 19/25 эт.,1-к квартира,1 650 000  ₽, 24.3 м²
р-н Кировский, 2/3 эт.,2-к квартира,1 850 000  ₽, 55 м²
р-н Кировский, 1/5 эт.,1-к квартира,1 350 000  ₽, 28.7 м²
р-н Свердловский, 4/5 эт.,3-к квартира,2 350 000  ₽, 62 м²
р-н Дзержинский, 4/5 эт.,2-к квартира,1 960 000  ₽, 44 м²
р-н Дзержинский, 13/16 эт.,3-к квартира,6 190 000  ₽, 101.5 м²
р-н Свердловский, 7/9 эт.,2-к квартира,3 149 000  ₽, 44 м²
р-н Дзержинский, 5/5 эт.,2-к квартира,2 150 000  ₽, 44.3 м²
р-н Свердловский, 9/24 эт.,3-к квартира,12 300 000  ₽, 106.8 м²
р-н Свердловский, 14/17 эт.,3-к квартира,5 490 000  ₽, 61 м²
р-н Кировский, 7/10 эт.,1-к квартира,2 300 000  ₽, 35.9 м²
р-н Свердловский, 5/5 эт.,2-к квартира,1 700 000  ₽, 40.9 м²
р-н Мотовилихинский, 1/10 эт.,3-к квартира,3 460 000  ₽, 66.8 м²
р-н Дзержинский, 16/16 эт.,1-к квартира,3 750 000  ₽, 52.1 м²
р-н Кировский, 3/5 эт.,2-к квартира,1 400 000  ₽, 43.1 м²
р-н Орджоникидзевский, 3/5 эт.,2-к квартира,1 800 000  ₽, 45.4 м²
р-н Индустриальный, 2/5 эт.,1-к квартира,1 900 000  ₽, 35.1 м²
р-н Ленинский, 4/7 эт.,3-к квартира,6 350 000  ₽, 85.2 м²
р-н Индустриальный, 5/5 эт.,1-к квартира,2 000 000  ₽, 30 м²
р-н Свердловский, 5/5 эт.,2-к квартира,2 100 000  ₽, 43 м²
р-н Свердловский, 3/5 эт.,5-к квартира,9 500 000  ₽, 159 м²
р-н Дзержинский, 4/10 эт.,2-к квартира,3 450 000  ₽, 54 м²
р-н Индустриальный, 2/5 эт.,1-к квартира,1 880 000  ₽, 30 м²
р-н Орджоникидзевский, 1/10 эт.,3-к квартира,2 250 000  ₽, 67 м²
р-н Дзержинский, 1/5 эт.,2-к квартира,2 800 000  ₽, 47.7 м²
р-н Индустриальный, 9/25 эт.,1-к квартира,2 500 000  ₽, 31 м²
р-н Мотовилихинский, 4/5 эт.,1-к квартира,1 850 000  ₽, 32 м²
р-н Орджоникидзевский, 4/4 эт.,1-к квартира,1 900 000  ₽, 30 м²
р-н Кировский, 2/5 эт.,2-к квартира,2 300 000  ₽, 46.5 м²
р-н Дзержинский, 3/5 эт.,1-к квартира,2 200 000  ₽, 31 м²
р-н Мотовилихинский, 4/4 эт.,Квартира-студия,3 270 000  ₽, 32 м²
р-н Орджоникидзевский, 4/5 эт.,2-к квартира,1 050 000  ₽, 25.1 м²
р-н Кировский, 6/10 эт.,3-к квартира,5 000 000  ₽, 69 м²
р-н Кировский, 1/2 эт.,1-к квартира,1 300 000  ₽, 31 м²
р-н Мотовилихинский, 10/10 эт.,2-к квартира,2 900 000  ₽, 55.7 м²
р-н Дзержинский, 4/7 эт.,3-к квартира,6 214 200  ₽, 75.7 м²
р-н Мотовилихинский, 2/5 эт.,1-к квартира,2 590 000  ₽, 31 м²
р-н Мотовилихинский, 11/14 эт.,1-к квартира,3 250 000  ₽, 37 м²
р-н Мотовилихинский, 10/13 эт.,2-к квартира,7 000 000  ₽, 103 м²
р-н Орджоникидзевский, 10/10 эт.,1-к квартира,1 800 000  ₽, 42 м²
р-н Дзержинский, 10/16 эт.,2-к квартира,4 100 000  ₽, 52 м²
р-н Свердловский, 2/5 эт.,1-к квартира,1 750 000  ₽, 30.6 м²
р-н Дзержинский, 12/13 эт.,1-к квартира,2 850 000  ₽, 39.8 м²
р-н Ленинский, 14/16 эт.,5-к квартира,11 200 000  ₽, 171 м²
р-н Кировский, 2/5 эт.,3-к квартира,3 000 000  ₽, 60 м²
р-н Ленинский, 3/17 эт.,3-к квартира,6 500 000  ₽, 82.2 м²
р-н Ленинский, 12/12 эт.,Квартира-студия,3 500 000  ₽, 42 м²
р-н Индустриальный, 4/5 эт.,1-к квартира,1 850 000  ₽, 31.2 м²
р-н Дзержинский, 13/16 эт.,4-к квартира,4 800 000  ₽, 80.7 м²
р-н Ленинский, 17/17 эт.,Студия,5 900 000  ₽, 69.4 м²
р-н Ленинский, 2/5 эт.,2-к квартира,2 790 000  ₽, 39.6 м²
р-н Ленинский, 4/5 эт.,2-к квартира,2 800 000  ₽, 43.6 м²
р-н Свердловский, 2/5 эт.,2-к квартира,2 450 000  ₽, 44.3 м²
р-н Индустриальный, 3/3 эт.,3-к квартира,4 150 000  ₽, 108 м²
р-н Ленинский, 3/5 эт.,2-к квартира,5 000 000  ₽, 56 м²
р-н Дзержинский, 9/19 эт.,1-к квартира,2 900 000  ₽, 54.7 м²
р-н Кировский, 11/16 эт.,3-к квартира,3 981 200  ₽, 62.1 м²
р-н Мотовилихинский, 9/10 эт.,1-к квартира,2 250 000  ₽, 41 м²
р-н Индустриальный, 1/9 эт.,2-к квартира,2 600 000  ₽, 44.7 м²
р-н Кировский, 3/5 эт.,2-к квартира,2 100 000  ₽, 45.1 м²
р-н Ленинский, 2/6 эт.,3-к квартира,3 950 000  ₽, 61 м²
р-н Мотовилихинский, 5/5 эт.,1-к квартира,2 200 000  ₽, 32 м²
р-н Дзержинский, 19/25 эт.,Квартира-студия,2 990 000  ₽, 33 м²
р-н Орджоникидзевский, 5/5 эт.,3-к квартира,2 200 000  ₽, 59.8 м²
р-н Дзержинский, 8/9 эт.,2-к квартира,2 650 000  ₽, 52 м²
р-н Свердловский, 6/16 эт.,Апартаменты-студия,1 520 000  ₽, 26.6 м²
р-н Ленинский, 1/5 эт.,3-к квартира,3 500 000  ₽, 84.4 м²
р-н Мотовилихинский, 12/17 эт.,3-к квартира,7 790 000  ₽, 126 м²
р-н Свердловский, 9/9 эт.,1-к квартира,2 100 000  ₽, 32 м²
р-н Кировский, 5/5 эт.,2-к квартира,2 460 000  ₽, 62 м²
р-н Кировский, 1/5 эт.,1-к квартира,1 350 000  ₽, 28.7 м²
р-н Мотовилихинский, 3/5 эт.,2-к квартира,4 500 000  ₽, 57 м²
р-н Дзержинский, 2/16 эт.,3-к квартира,6 490 000  ₽, 107 м²
р-н Дзержинский, 9/16 эт.,2-к квартира,3 700 000  ₽, 54 м²
р-н Мотовилихинский, 1/17 эт.,2-к квартира,3 700 000  ₽, 61 м²
р-н Ленинский, 8/14 эт.,2-к квартира,4 543 000  ₽, 50.2 м²
р-н Мотовилихинский, 5/5 эт.,4-к квартира,2 750 000  ₽, 61 м²
р-н Мотовилихинский, 5/5 эт.,2-к квартира,2 500 000  ₽, 43.5 м²
р-н Кировский, 5/5 эт.,2-к квартира,2 250 000  ₽, 41 м²
р-н Кировский, 3/5 эт.,1-к квартира,1 600 000  ₽, 32 м²
р-н Дзержинский, 4/11 эт.,2-к квартира,5 050 000  ₽, 59.8 м²
р-н Индустриальный, 2/23 эт.,3-к квартира,4 563 300  ₽, 75 м²
р-н Индустриальный, 1/9 эт.,3-к квартира,3 500 000  ₽, 70.1 м²
р-н Свердловский, 3/25 эт.,3-к квартира,5 600 000  ₽, 81 м²
р-н Индустриальный, 4/9 эт.,3-к квартира,2 790 000  ₽, 63 м²
р-н Кировский, 1/16 эт.,1-к квартира,2 440 000  ₽, 37.7 м²
р-н Индустриальный, 8/25 эт.,1-к квартира,3 600 000  ₽, 44 м²
р-н Мотовилихинский, 2/16 эт.,3-к квартира,4 350 000  ₽, 67 м²
р-н Свердловский, 3/5 эт.,Квартира-студия,980 000  ₽, 16.5 м²
р-н Мотовилихинский, 10/15 эт.,1-к квартира,3 600 000  ₽, 43.6 м²
р-н Орджоникидзевский, 5/5 эт.,1-к квартира,1 399 000  ₽, 30.5 м²
р-н Индустриальный, 1/9 эт.,1-к квартира,2 280 000  ₽, 34.2 м²
р-н Свердловский, 14/25 эт.,1-к квартира,4 400 000  ₽, 44 м²
р-н Индустриальный, 4/5 эт.,2-к квартира,2 890 000  ₽, 48 м²
р-н Кировский, 5/5 эт.,1-к квартира,1 380 000  ₽, 31 м²
р-н Свердловский, 23/25 эт.,1-к квартира,3 190 000  ₽, 39 м²
р-н Свердловский, 3/5 эт.,3-к квартира,2 450 000  ₽, 61 м²
р-н Кировский, 4/5 эт.,1-к квартира,1 350 000  ₽, 31 м²
р-н Кировский, 4/5 эт.,2-к квартира,1 500 000  ₽, 37.8 м²
р-н Дзержинский, 1/16 эт.,2-к квартира,4 400 000  ₽, 64 м²
р-н Мотовилихинский, 3/5 эт.,Квартира-студия,1 250 000  ₽, 20 м²
р-н Дзержинский, 1/5 эт.,2-к квартира,2 900 000  ₽, 44.8 м²
р-н Мотовилихинский, 3/10 эт.,1-к квартира,2 600 000  ₽, 34 м²
р-н Свердловский, 2/5 эт.,4-к квартира,2 700 000  ₽, 62 м²
р-н Индустриальный, 1/4 эт.,1-к квартира,1 790 000  ₽, 39.1 м²
р-н Дзержинский, 4/9 эт.,2-к квартира,3 100 000  ₽, 50 м²
р-н Дзержинский, 1/10 эт.,2-к квартира,4 200 000  ₽, 70 м²
р-н Ленинский, 9/10 эт.,3-к квартира,8 100 000  ₽, 86.8 м²
р-н Свердловский, 4/5 эт.,1-к квартира,1 890 000  ₽, 29 м²
р-н Индустриальный, 16/25 эт.,Квартира-студия,1 950 000  ₽, 23 м²
