"Class","Year_begin","Subject","ShortName","Year_end","OlympiadType","Status","TeamSize"
10,2017,"Математика","ГБОУ школа № 179",2018,"Всероссийская олимпиада","победитель",4
10,2016,"Физика","ГБОУ школа № 2086",2017,"Московская олимпиада","победитель",4
11,2015,"Математика","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",2016,"Всероссийская олимпиада","призёр",4
9,2018,"Иностранный язык (французский язык)","ГБОУ школа № 1535",2019,"Районная олимпиада","призёр",5
8,2014,"Изобразительное искусство","ГБОУ гимназия № 1515",2015,"Московская олимпиада","призёр",4
11,2018,"Иностранный язык (китайский язык)","ГБОУ школа № 1288",2019,"Всероссийская олимпиада","победитель",4
9,2017,"География","ГБОУ школа № 1504",2018,"Всероссийская олимпиада","призёр",5
8,2017,"Изобразительное искусство","ГБОУ школа № 345",2018,"Московская олимпиада","призёр",3
3,2012,"Изобразительное искусство","ГБОУ СОШ № 1188",2013,"Московская олимпиада","призёр",4
10,2013,"Математика","ГБОУ СОШ № 25",2014,"Всероссийская олимпиада","призёр",3
11,2018,"Биология","ГБОУ школа имени Маршала В.И. Чуйкова",2019,"Всероссийская олимпиада","призёр",4
11,2014,"География","ГБОУ школа № 1251 имени генерала Шарля де Голля",2015,"Всероссийская олимпиада","призёр",3
10,2018,"Изобразительное искусство","ГБОУ школа № 109",2019,"Московская олимпиада","победитель",5
8,2016,"Математика","ГБОУ лицей «Вторая школа»",2017,"Московская олимпиада","призёр",5
5,2015,"Экономика","ГБОУ Физматшкола № 2007",2016,"Московская олимпиада","победитель",4
11,2013,"Экономика","ГБОУ лицей № 1535",2014,"Московская олимпиада","призёр",4
5,2014,"Математика","ГБОУ Московская гимназия на Юго-Западе № 1543",2015,"Московская олимпиада","призёр",5
9,2016,"Физика","ГБОУ школа № 1329",2017,"Районная олимпиада","призёр",5
10,2019,"История","лицей НИУ ВШЭ",2020,"Всероссийская олимпиада","призёр",5
11,2016,"История","ГБОУ гимназия № 1573",2017,"Всероссийская олимпиада","призёр",4
10,2013,"Биология","ГБОУ школа-интернат «Интеллектуал»",2014,"Всероссийская олимпиада","призёр",3
9,2019,"Литература","ГБОУ школа № 1514",2020,"Районная олимпиада","победитель",3
11,2012,"Основы безопасности жизнедеятельности","ГБОУ ЦО № 345",2013,"Всероссийская олимпиада","призёр",5
6,2018,"Биология","ГБОУ школа № 2033",2019,"Московская олимпиада","призёр",4
11,2019,"История","ГБОУ школа № 1582",2020,"Всероссийская олимпиада","призёр",3
10,2013,"Обществознание","ГБОУ гимназия № 1518",2014,"Московская олимпиада","призёр",3
10,2016,"Литература","ГБОУ школа № 709",2017,"Всероссийская олимпиада","призёр",5
11,2014,"Физика","ГАОУ ВО МИОО. СОШ № 179",2015,"Всероссийская олимпиада","призёр",3
8,2014,"Физика","ГБОУ гимназия № 1534",2015,"Московская олимпиада","призёр",5
9,2015,"Физика","ГБОУ школа № 1288",2016,"Всероссийская олимпиада","призёр",4
11,2016,"Биология","ГБОУ школа № 171",2017,"Всероссийская олимпиада","призёр",5
9,2018,"Биология","ГБОУ школа № 1367",2019,"Всероссийская олимпиада","призёр",4
11,2015,"Экономика","ГАОУ ВО МИОО. СОШ № 179",2016,"Всероссийская олимпиада","победитель",5
10,2012,"Физика","ГБОУ лицей «Вторая школа»",2013,"Московская олимпиада","призёр",3
9,2019,"Биология","ГБОУ школа № 1502",2020,"Всероссийская олимпиада","призёр",5
11,2013,"Иностранный язык (немецкий язык)","ГБОУ СОШ № 1222",2014,"Районная олимпиада","призёр",3
9,2013,"Иностранный язык (французский язык)","ГБОУ СОШ № 1223",2014,"Всероссийская олимпиада","призёр",5
10,2015,"История","ГБОУ гимназия № 1507",2016,"Всероссийская олимпиада","призёр",5
10,2018,"Мировая Художественная Культура (МХК)","ГБОУ школа № 625",2019,"Всероссийская олимпиада","победитель",3
11,2014,"Иностранный язык (французский язык)","ГБОУ школа № 1231",2015,"Всероссийская олимпиада","призёр",3
10,2017,"Химия","ГБОУ школа № 1575",2018,"Московская олимпиада","победитель",5
9,2015,"Математика","ГБОУ Физматшкола № 2007",2016,"Всероссийская олимпиада","призёр",3
10,2018,"Биология","ГБОУ школа им. Н.М. Карамзина",2019,"Всероссийская олимпиада","призёр",3
10,2017,"Литература","ГБОУ школа № 1553 имени В.И. Вернадского",2018,"Всероссийская олимпиада","призёр",5
10,2015,"История","ГБОУ школа № 2031",2016,"Всероссийская олимпиада","призёр",3
10,2018,"Основы безопасности жизнедеятельности","ГБОУ школа № 1980",2019,"Всероссийская олимпиада","призёр",4
9,2018,"Русский язык","ГБОУ школа № 1231",2019,"Всероссийская олимпиада","победитель",3
10,2016,"Химия","ГБОУ ЛГК на Юго-Востоке",2017,"Всероссийская олимпиада","призёр",3
11,2015,"Математика","ГБОУ Физматшкола № 2007",2016,"Московская олимпиада","призёр",5
9,2017,"филология","ГБОУ школа № 1252",2018,"Московская олимпиада","призёр",4
7,2017,"Изобразительное искусство","ГБОУ школа № 1557",2018,"Московская олимпиада","призёр",3
11,2018,"Биология","ГБОУ школа № 1245",2019,"Всероссийская олимпиада","призёр",3
11,2019,"Экология","ГБОУ школа № 171",2020,"Всероссийская олимпиада","призёр",3
3,2013,"Экономика","ГБОУ СОШ № 1384 им. А.А. Леманского",2014,"Московская олимпиада","призёр",5
11,2018,"Право","ГБОУ школа № 1770",2019,"Всероссийская олимпиада","призёр",3
9,2016,"Русский язык","ГБОУ школа № 218",2017,"Всероссийская олимпиада","призёр",3
10,2012,"Обществознание","ГБОУ СОШ № 941",2013,"Всероссийская олимпиада","призёр",4
11,2015,"Экология","ГБОУ гимназия № 1519",2016,"Всероссийская олимпиада","призёр",3
9,2016,"Информатика","ГАОУ ВПО МИОО. СОШ № 179",2017,"Московская олимпиада","призёр",4
11,2017,"Биология","ГБОУ школа № 1535",2018,"Районная олимпиада","призёр",4
9,2013,"География","ГБОУ Измайловская гимназия № 1508",2014,"Всероссийская олимпиада","призёр",4
5,2014,"Изобразительное искусство","ГБОУ СОШ № 86",2015,"Московская олимпиада","победитель",5
11,2015,"Изобразительное искусство","ГБОУ школа № 717",2016,"Московская олимпиада","победитель",4
6,2016,"Экономика","ГБОУ Физматшкола № 2007",2017,"Московская олимпиада","победитель",3
11,2016,"История","ГБОУ гимназия № 1274",2017,"Всероссийская олимпиада","призёр",5
11,2013,"Математика","ГБОУ лицей «Вторая школа»",2014,"Всероссийская олимпиада","призёр",5
11,2018,"Обществознание","ГБОУ школа № 1504",2019,"Всероссийская олимпиада","призёр",4
8,2018,"Биология","ГБОУ школа № 1501",2019,"Московская олимпиада","призёр",3
8,2018,"Право","ГАОУ школа № 1306 - «Школа молодых политиков»",2019,"Всероссийская олимпиада","призёр",3
11,2018,"Информатика","лицей НИУ ВШЭ",2019,"Всероссийская олимпиада","призёр",4
7,2015,"Экономика","ГБОУ Физматшкола № 2007",2016,"Московская олимпиада","призёр",3
6,2013,"Изобразительное искусство","ГБОУ лицей № 504",2014,"Московская олимпиада","призёр",5
11,2019,"Физика","ГБОУ школа № 179",2020,"Районная олимпиада","призёр",5
11,2012,"Обществознание","МАОУ «Гимназия г. Троицка»",2013,"Всероссийская олимпиада","призёр",4
10,2015,"Иностранный язык (итальянский язык)","ГБОУ школа № 1950",2016,"Всероссийская олимпиада","призёр",5
10,2019,"Иностранный язык (английский язык)","ГБОУ школа № 1383",2020,"Всероссийская олимпиада","призёр",4
5,2013,"Экономика","ОЧУ СОШ «Финансово-экономическая школа»",2014,"Московская олимпиада","призёр",4
11,2015,"Физическая культура","ГБОУ школа № 1222",2016,"Всероссийская олимпиада","призёр",3
9,2014,"Литература","ГБОУ СОШ № 771",2015,"Всероссийская олимпиада","призёр",3
9,2013,"Литература","ГБОУ СОШ № 654 имени А.Д. Фридмана",2014,"Всероссийская олимпиада","призёр",5
10,2016,"Иностранный язык (английский язык)","ГБОУ школа № 57",2017,"Всероссийская олимпиада","призёр",3
10,2018,"Физика","ГБОУ школа № 1580",2019,"Районная олимпиада","призёр",4
11,2019,"Химия","ГБОУ школа № 1589",2020,"Всероссийская олимпиада","победитель",4
11,2018,"Экономика","ГБОУ школа № 1535",2019,"Московская олимпиада","победитель",4
11,2016,"Экономика","ГБОУ лицей «Вторая школа»",2017,"Всероссийская олимпиада","призёр",5
9,2014,"Изобразительное искусство","ГБПОУ КАИТ № 20",2015,"Московская олимпиада","призёр",3
11,2018,"Информатика","ГБОУ школа № 2007 ФМШ",2019,"Всероссийская олимпиада","призёр",5
10,2012,"Мировая Художественная Культура (МХК)","ГБОУ ЦО № 218",2013,"Районная олимпиада","призёр",4
10,2019,"Иностранный язык (английский язык)","НОЧУ «СОШ «Феникс»",2020,"Районная олимпиада","победитель",4
9,2015,"Информатика","ГБОУ «Школа-интернат «Интеллектуал»",2016,"Всероссийская олимпиада","призёр",4
10,2018,"Обществознание","ФГБОУ ВО МГЛУ",2019,"Всероссийская олимпиада","призёр",3
9,2015,"История","ГБОУ гимназия № 1522",2016,"Всероссийская олимпиада","призёр",4
11,2016,"Физика","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",2017,"Районная олимпиада","призёр",5
11,2016,"Иностранный язык (немецкий язык)","ГБОУ школа № 1249",2017,"Всероссийская олимпиада","призёр",3
9,2014,"Математика","ГАОУ ВО МИОО. СОШ № 179",2015,"Всероссийская олимпиада","призёр",4
11,2015,"Физическая культура","ГБОУ школа № 1329",2016,"Всероссийская олимпиада","призёр",4
10,2014,"Физика","ГБОУ Физматшкола 2007",2015,"Районная олимпиада","победитель",5
10,2015,"Информатика","ГБОУ школа № 1329",2016,"Всероссийская олимпиада","призёр",3
9,2019,"Основы безопасности жизнедеятельности","ГБОУ школа № 554",2020,"Всероссийская олимпиада","призёр",5
11,2014,"Физика","ГБОУ гимназия № 1522",2015,"Всероссийская олимпиада","призёр",5
10,2016,"Право","НИУ ВШЭ. лицей",2017,"Районная олимпиада","призёр",3
10,2016,"Основы безопасности жизнедеятельности","ГБОУ школа № 56 имени академика В.А. Легасова",2017,"Всероссийская олимпиада","призёр",4
8,2013,"Физика","ГБОУ ЦО № 1329",2014,"Московская олимпиада","призёр",5
10,2013,"Обществознание","ГБОУ СОШ № 1248",2014,"Всероссийская олимпиада","призёр",5
10,2017,"Право","ГБОУ школа № 1583",2018,"Всероссийская олимпиада","призёр",3
9,2017,"Биология","ГБОУ школа «Интеллектуал»",2018,"Всероссийская олимпиада","победитель",3
7,2015,"Математика","ГБОУ Физматшкола № 2007",2016,"Московская олимпиада","призёр",5
11,2019,"Русский язык","ГБОУ школа № 117",2020,"Районная олимпиада","призёр",3
11,2013,"Обществознание","ГБОУ гимназия № 1551",2014,"Всероссийская олимпиада","призёр",4
11,2013,"Физика","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",2014,"Московская олимпиада","победитель",5
7,2017,"филология","ГБОУ школа № 1252",2018,"Московская олимпиада","призёр",5
11,2018,"Обществознание","ГБОУ школа № 1297",2019,"Всероссийская олимпиада","призёр",5
11,2014,"Экономика","ГБОУ СОШ № 2086",2015,"Всероссийская олимпиада","призёр",5
11,2015,"Физика","ГБОУ школа № 218",2016,"Всероссийская олимпиада","призёр",4
11,2017,"Экономика","ГБОУ школа № 2007 ФМШ",2018,"Всероссийская олимпиада","победитель",3
11,2014,"Физика","ГБОУ лицей № 1557",2015,"Московская олимпиада","призёр",4
10,2018,"Физическая культура","ГБОУ школа № 1591",2019,"Всероссийская олимпиада","призёр",3
10,2015,"Обществознание","ГБОУ школа № 1223",2016,"Всероссийская олимпиада","призёр",4
10,2013,"Физика","ГАОУ ВО МИОО. СОШ № 179",2014,"Московская олимпиада","призёр",4
6,2016,"Технология","ГБОУ школа № 618",2017,"Московская олимпиада","призёр",4
10,2018,"Физика","ГБПОУ «Воробьевы горы»",2019,"Московская олимпиада","победитель",5
10,2017,"Физика","ГБОУ школа № 1534",2018,"Всероссийская олимпиада","призёр",3
11,2014,"Право","ГБОУ СОШ № 354 им. Д.М. Карбышева",2015,"Районная олимпиада","призёр",3
10,2015,"Математика","ГБОУ гимназия № 1514",2016,"Всероссийская олимпиада","призёр",4
8,2016,"Математика","ГБОУ школа № 57",2017,"Московская олимпиада","призёр",3
6,2012,"Технология","ГБОУ ЦО № 1631",2013,"Московская олимпиада","призёр",5
10,2019,"Литература","ОАНО школа «Ника»",2020,"Всероссийская олимпиада","победитель",4
9,2016,"География","ГБОУ школа № 1376",2017,"Всероссийская олимпиада","призёр",5
10,2014,"Русский язык","ГБОУ СОШ № 709",2015,"Всероссийская олимпиада","призёр",5
9,2012,"История","ГБОУ гимназия № 1504",2013,"Всероссийская олимпиада","призёр",5
8,2016,"Право","ГБОУ школа № 1273",2017,"Московская олимпиада","призёр",3
10,2018,"Информационные технологии в профессиональной деятельности","ГБОУ школа № 618",2019,"Московская олимпиада","призёр",5
5,2014,"Биология","ГБОУ школа № 641 имени С. Есенина",2015,"Московская олимпиада","победитель",4
8,2017,"Математика","ГБОУ школа № 179",2018,"Московская олимпиада","призёр",4
11,2017,"История","ГБОУ школа № 1234",2018,"Всероссийская олимпиада","призёр",5
11,2013,"Химия","ГБОУ лицей № 1535",2014,"Московская олимпиада","призёр",3
11,2015,"Русский язык","ГБОУ школа № 1252 имени Сервантеса",2016,"Районная олимпиада","призёр",3
10,2017,"История","ГБОУ школа № 1270",2018,"Всероссийская олимпиада","призёр",3
6,2015,"Математика","ГБОУ лицей № 1574",2016,"Московская олимпиада","призёр",4
11,2013,"Математика","ГАОУ ВО МИОО. СОШ № 179",2014,"Всероссийская олимпиада","призёр",4
9,2019,"История","ГБОУ школа № 1552",2020,"Всероссийская олимпиада","призёр",5
11,2017,"Литература","ГБОУ школа № 324",2018,"Районная олимпиада","призёр",3
10,2013,"Математика","ГБОУ школа № 853",2014,"Всероссийская олимпиада","призёр",5
10,2018,"Право","ГБОУ школа № 1601",2019,"Районная олимпиада","призёр",4
11,2014,"Русский язык","ГБОУ гимназия № 1573",2015,"Районная олимпиада","призёр",4
10,2015,"Мировая Художественная Культура (МХК)","ГБОУ Московская гимназия на Юго-Западе № 1543",2016,"Всероссийская олимпиада","призёр",5
