"housing","existing_credits","duration","credit_amount","age","personal_status","purpose","credit_history","type"
"домовладелец",1,32,2432,36,"мужчина (одинокий)","подержанная машина","есть непогашенные кредиты","надежный"
"без жилья",1,38,4033,47,"мужчина (одинокий)","подержанная машина","есть просрочки платежей","надежный"
"домовладелец",1,25,2626,38,"мужчина (одинокий)","новая машина","есть непогашенные кредиты","ненадежный"
"домовладелец",1,27,10836,42,"мужчина (одинокий)","мебель","есть просрочки платежей","ненадежный"
"домовладелец",1,18,980,24,"мужчина (женатый или вдовец)","бытовая техника","есть непогашенные кредиты","надежный"
"арендатор",1,40,3524,70,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"домовладелец",1,23,1100,29,"мужчина (одинокий)","мебель","есть непогашенные кредиты","надежный"
"домовладелец",1,18,1666,26,"мужчина (одинокий)","бытовая техника","есть непогашенные кредиты","надежный"
"арендатор",1,9,2544,18,"мужчина (женатый или вдовец)","мебель","есть непогашенные кредиты","надежный"
"арендатор",1,17,1127,22,"женщина","образование","есть непогашенные кредиты","надежный"
"домовладелец",3,9,1164,74,"мужчина (одинокий)","новая машина","есть просрочки платежей","надежный"
"домовладелец",1,13,1168,18,"мужчина (одинокий)","мебель","есть непогашенные кредиты","надежный"
