"Year_end","Class","TeamSize","ShortName","Year_begin","Status","OlympiadType","Subject"
2014,11,4,"ГБОУ СОШ № 1361",2013,"призёр","Московская олимпиада","Обществознание"
2016,11,3,"ГБОУ ЛГК на Юго-Востоке",2015,"призёр","Всероссийская олимпиада","Химия"
2016,7,3,"ГБОУ школа № 1494",2015,"призёр","Московская олимпиада","Изобразительное искусство"
2019,8,4,"ОАНО «Школа «ЛЕТОВО»",2018,"призёр","Московская олимпиада","Физика"
2019,9,3,"ОАНО «Школа «ЛЕТОВО»",2018,"призёр","Всероссийская олимпиада","Математика"
2018,9,5,"ГБОУ школа № 1329",2017,"призёр","Всероссийская олимпиада","Информатика и Информационно-коммуникационные технологии (ИКТ)"
2014,6,3,"ГБОУ СОШ № 641 имени С. Есенина",2013,"призёр","Московская олимпиада","Математика"
2015,10,5,"ГБОУ гимназия № 1562",2014,"призёр","Всероссийская олимпиада","Обществознание"
2019,11,3,"ГБОУ школа № 1557",2018,"призёр","Всероссийская олимпиада","Математика"
2017,10,4,"ГБОУ школа № 853",2016,"победитель","Московская олимпиада","Химия"
2019,7,3,"ГБОУ «Лицей «Вторая школа»",2018,"победитель","Московская олимпиада","Робототехника"
2015,6,5,"ГБОУ лицей «Вторая школа»",2014,"призёр","Московская олимпиада","Математика"
2015,9,3,"ГБОУ школа № 199",2014,"победитель","Московская олимпиада","Изобразительное искусство"
2016,11,4,"ГБОУ школа № 1498",2015,"призёр","Всероссийская олимпиада","Обществознание"
2019,11,3,"лицей НИУ ВШЭ",2018,"призёр","Московская олимпиада","Экономика"
2016,11,4,"ГБОУ школа № 1329",2015,"призёр","Московская олимпиада","Математика"
2019,11,3,"ГБОУ школа № 1514",2018,"призёр","Всероссийская олимпиада","Литература"
2014,11,5,"ГАОУ ВО МИОО. СОШ № 179",2013,"призёр","Всероссийская олимпиада","Математика"
2016,5,5,"ГБОУ лицей № 1533",2015,"призёр","Московская олимпиада","Экономика"
2014,11,4,"ГБОУ СОШ № 9",2013,"призёр","Московская олимпиада","Информатика"
2020,11,3,"ГБОУ школа № 1573",2019,"призёр","Всероссийская олимпиада","Литература"
2017,10,3,"СУНЦ МГУ",2016,"призёр","Московская олимпиада","Математика"
2016,10,5,"ГБОУ школа № 218",2015,"призёр","Всероссийская олимпиада","Литература"
2014,11,3,"ГБОУ гимназия № 1567",2013,"призёр","Всероссийская олимпиада","Биология"
2015,10,3,"ГБОУ гимназия № 1529",2014,"призёр","Всероссийская олимпиада","Биология"
2017,8,5,"ГБОУ ЛГК на Юго-Востоке",2016,"победитель","Московская олимпиада","Биология"
2017,11,3,"СУНЦ МГУ",2016,"призёр","Районная олимпиада","Биология"
2020,11,4,"университетская гимназия",2019,"призёр","Районная олимпиада","Биология"
2018,10,3,"ГБОУ школа № 444",2017,"призёр","Всероссийская олимпиада","Физика"
