"Status","Year_begin","TeamSize","Subject","Year_end","OlympiadType","ShortName","Class"
"призёр",2013,5,"предпринимательство",2014,"Московская олимпиада","ГБОУ СОШ № 1384 им. А.А. Леманского",5
"призёр",2018,5,"Иностранный язык (английский язык)",2019,"Всероссийская олимпиада","ГБОУ школа № 1329",10
"призёр",2017,5,"Информатика и Информационно-коммуникационные технологии (ИКТ)",2018,"Всероссийская олимпиада","ГБОУ школа № 179",10
"призёр",2018,3,"Изобразительное искусство",2019,"Московская олимпиада","ГБОУ школа № 1636",10
"призёр",2015,3,"Русский язык",2016,"Всероссийская олимпиада","ГБОУ школа № 218",9
"призёр",2018,4,"Мировая Художественная Культура (МХК)",2019,"Всероссийская олимпиада","ГБОУ школа «Интеллектуал»",9
"призёр",2018,5,"Иностранный язык (английский язык)",2019,"Всероссийская олимпиада","ГБОУ школа № 1409",10
"призёр",2014,4,"Обществознание",2015,"Всероссийская олимпиада","ГБОУ гимназия № 1290",10
"призёр",2016,5,"Право",2017,"Всероссийская олимпиада","ГБОУ гимназия № 1590",11
"призёр",2016,3,"Экология",2017,"Всероссийская олимпиада","ГБОУ школа № 171",11
"призёр",2013,3,"Изобразительное искусство",2014,"Московская олимпиада","ГБОУ СОШ № 1372",5
"призёр",2015,3,"Биология",2016,"Всероссийская олимпиада","ГБОУ гимназия № 1529",10
"призёр",2019,5,"Экология",2020,"Районная олимпиада","ГБОУ школа № 1584",10
"призёр",2015,5,"Обществознание",2016,"Всероссийская олимпиада","ГБОУ школа № 1253",11
"призёр",2012,3,"Экономика",2013,"Московская олимпиада","НОУ гимназия «Московская экономическая школа»",9
"призёр",2016,3,"Биология",2017,"Районная олимпиада","ГБОУ школа № 57",10
"призёр",2019,5,"Русский язык",2020,"Всероссийская олимпиада","ГБОУ школа № 2070",11
"призёр",2015,5,"Информатика",2016,"Районная олимпиада","ГБОУ лицей № 1367",9
"призёр",2019,5,"Иностранный язык (испанский язык)",2020,"Районная олимпиада","ГБОУ школа № 171",10
"победитель",2015,4,"География",2016,"Районная олимпиада","ГБОУ школа № 1234",11
"призёр",2018,4,"География",2019,"Московская олимпиада","ГБОУ школа № 1288",7
"призёр",2017,4,"География",2018,"Всероссийская олимпиада","ГБОУ школа № 1498",9
"призёр",2019,4,"Химия",2020,"Всероссийская олимпиада","ГБОУ школа № 1535",10
"призёр",2013,5,"Химия",2014,"Московская олимпиада","ГБОУ школа-интернат «Интеллектуал»",9
"призёр",2018,3,"Биология",2019,"Всероссийская олимпиада","ГБОУ школа № 1329",11
"призёр",2018,5,"Русский язык",2019,"Всероссийская олимпиада","ГБОУ «Лицей «Вторая школа»",11
"призёр",2017,5,"Химия",2018,"Всероссийская олимпиада","ГБОУ школа № 1535",9
"победитель",2016,3,"Физическая культура",2017,"Всероссийская олимпиада","ГБОУ школа № 1955",10
"призёр",2012,4,"Мировая Художественная Культура (МХК)",2013,"Всероссийская олимпиада","ГБОУ СОШ № 769",10
"призёр",2016,5,"Экономика",2017,"Районная олимпиада","ГБОУ лицей № 1535",11
"призёр",2018,3,"Биология",2019,"Районная олимпиада","ГБОУ школа № 1194",10
"призёр",2015,4,"Химия",2016,"Районная олимпиада","ГБОУ лицей № 1568",10
"призёр",2017,4,"Биология",2018,"Районная олимпиада","ГБОУ «Школа № 597 «Новое Поколение»",9
"призёр",2015,5,"Экология",2016,"Всероссийская олимпиада","ГБОУ школа № 171",11
"победитель",2016,5,"Право",2017,"Районная олимпиада","ГБОУ ЦО «Тропарево»",10
"призёр",2015,4,"Право",2016,"Всероссийская олимпиада","ГБОУ гимназия № 1569 «Созвездие»",11
"победитель",2017,3,"Технология",2018,"Московская олимпиада","ГБОУ школа № 1947",8
"призёр",2015,4,"Химия",2016,"Московская олимпиада","ГБОУ школа № 2092",11
"призёр",2017,5,"Право",2018,"Всероссийская олимпиада","ГБОУ школа № 1568",9
"призёр",2019,4,"Технология",2020,"Всероссийская олимпиада","ГБОУ школа № 1130",9
"призёр",2018,5,"Экономика",2019,"Московская олимпиада","ГБОУ школа № 152",5
"призёр",2018,5,"Экология",2019,"Московская олимпиада","ГБОУ школа № 192",5
"призёр",2017,4,"филология",2018,"Московская олимпиада","ГБОУ школа № 727",6
"победитель",2013,5,"Экономика",2014,"Московская олимпиада","ГБОУ СОШ № 240",8
"призёр",2016,3,"Экология",2017,"Всероссийская олимпиада","ГБОУ лицей № 1502 при МЭИ",9
"призёр",2015,3,"Химия",2016,"Московская олимпиада","ГБОУ лицей № 1535",10
"призёр",2016,3,"Химия",2017,"Московская олимпиада","ГБОУ лицей № 1574",9
"призёр",2019,3,"Основы безопасности жизнедеятельности",2020,"Всероссийская олимпиада","ГБОУ школа № 152",11
"призёр",2018,4,"Физика",2019,"Всероссийская олимпиада","ГБОУ школа № 2007 ФМШ",9
"призёр",2016,4,"Русский язык",2017,"Районная олимпиада","ГБОУ гимназия № 1527",11
"призёр",2014,3,"Экология",2015,"Всероссийская олимпиада","ГБОУ гимназия № 1522",10
"призёр",2016,3,"Мировая Художественная Культура (МХК)",2017,"Районная олимпиада","ГБОУ школа «Интеллектуал»",9
"призёр",2015,5,"Обществознание",2016,"Всероссийская олимпиада","ГБОУ гимназия № 1562",11
"призёр",2019,5,"Литература",2020,"Всероссийская олимпиада","ГБОУ школа № 429",11
"призёр",2017,5,"Иностранный язык (английский язык)",2018,"Всероссийская олимпиада","ГБОУ школа № 1522 имени В.И. Чуркина",10
"призёр",2015,3,"Иностранный язык (английский язык)",2016,"Всероссийская олимпиада","ГБОУ школа № 57",11
"призёр",2016,3,"Технология",2017,"Всероссийская олимпиада","ГБОУ лицей № 1561",9
"победитель",2018,3,"Химия",2019,"Московская олимпиада","ГБОУ школа № 444",10
"призёр",2019,5,"Экология",2020,"Всероссийская олимпиада","ГБОУ школа № 171",10
"призёр",2016,3,"Химия",2017,"Всероссийская олимпиада","ГБОУ ЛГК на Юго-Востоке",9
"призёр",2019,3,"Биология",2020,"Всероссийская олимпиада","ГБОУ школа № 1251 имени генерала Шарля де Голля",9
"призёр",2015,4,"История",2016,"Всероссийская олимпиада","ГБОУ школа № 1440",11
"призёр",2012,3,"Право",2013,"Районная олимпиада","ГБОУ СОШ № 1214",11
"призёр",2017,3,"астрономия",2018,"Всероссийская олимпиада","ГБОУ школа № 179",11
"призёр",2016,3,"Биология",2017,"Всероссийская олимпиада","ГБОУ лицей № 1557",11
"победитель",2017,3,"Математика",2018,"Московская олимпиада","ГБОУ школа № 1329",7
"призёр",2018,5,"Физика",2019,"Всероссийская олимпиада","ГБОУ школа № 1557",10
"призёр",2015,5,"История",2016,"Всероссийская олимпиада","ГБОУ школа № 2086",10
"призёр",2013,3,"Физика",2014,"Районная олимпиада","ГБОУ школа № 853",11
"призёр",2013,3,"Технология",2014,"Всероссийская олимпиада","ГБОУ школа № 1000",10
"призёр",2019,3,"Химия",2020,"Всероссийская олимпиада","ФГБОУ ВПО «МГУ им. М.В. Ломоносова» . СУНЦ МГУ",11
"победитель",2016,3,"Право",2017,"Всероссийская олимпиада","ГБОУ школа № 536",9
"призёр",2013,4,"Обществознание",2014,"Всероссийская олимпиада","ГБОУ гимназия № 1558",11
"призёр",2015,3,"филология",2016,"Московская олимпиада","ГБОУ школа № 1252 имени Сервантеса",9
"призёр",2012,4,"Физика",2013,"Московская олимпиада","ГБОУ лицей «Вторая школа»",9
"призёр",2017,3,"Иностранный язык (английский язык)",2018,"Всероссийская олимпиада","ГБОУ школа № 1514",11
"призёр",2014,3,"Химия",2015,"Московская олимпиада","ГБОУ лицей № 1535",8
"победитель",2019,3,"Иностранный язык (английский язык)",2020,"Всероссийская олимпиада","лицей НИУ ВШЭ",10
"призёр",2019,5,"Основы безопасности жизнедеятельности",2020,"Всероссийская олимпиада","ГБОУ школа № 283",10
"призёр",2018,5,"Информатика",2019,"Московская олимпиада","ГБОУ школа № 179",8
"призёр",2016,3,"География",2017,"Всероссийская олимпиада","ГБОУ лицей № 1598",10
"призёр",2019,5,"Литература",2020,"Всероссийская олимпиада","ГБОУ школа № 1251 имени генерала Шарля де Голля",10
"призёр",2013,3,"Биология",2014,"Всероссийская олимпиада","ГБОУ СОШ № 1049",11
"призёр",2013,5,"Экономика",2014,"Всероссийская олимпиада","ГБОУ СОШ № 5",11
